时间戳,币种,任务类型,条件,K线开始时间,K线结束时间,最后价格,波动率,振幅,MA周期,当前MA,连续K线数
2025-05-15 13:44:24,cake,volatility,"cake在1d窗口内波动率为6.82%",2025-04-17 17:45:00,2025-04-17 17:59:59,1.80200000,6.82,0.00,0,0.00000000,0
2025-05-15 13:44:24,cake,volatility,"cake在1d窗口内波动率为6.82%",2025-04-17 17:45:00,2025-04-17 17:59:59,1.80200000,6.82,0.00,0,0.00000000,0
2025-05-15 13:44:24,bttc,volatility,"bttc在1d窗口内波动率为18.71%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000068,18.71,0.00,0,0.00000000,0
2025-05-15 13:44:24,bttc,ma_trend,"bttc的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,0.00000065,20
2025-05-15 13:44:24,bttc,volatility,"bttc在1d窗口内波动率为18.71%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000068,18.71,0.00,0,0.00000000,0
2025-05-15 13:44:24,cgpt,volatility,"cgpt在1d窗口内波动率为14.25%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.12890000,14.25,0.00,0,0.00000000,0
2025-05-15 13:44:24,celo,volatility,"celo在1d窗口内波动率为5.38%",2025-04-20 21:30:00,2025-04-20 21:44:59,0.30020000,5.38,0.00,0,0.00000000,0
2025-05-15 13:44:24,cgpt,volatility,"cgpt在1d窗口内波动率为14.25%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.12890000,14.25,0.00,0,0.00000000,0
2025-05-15 13:44:24,celo,volatility,"celo在1d窗口内波动率为5.38%",2025-04-20 21:30:00,2025-04-20 21:44:59,0.30020000,5.38,0.00,0,0.00000000,0
2025-05-15 13:44:24,celr,volatility,"celr在1d窗口内波动率为9.18%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.01125000,9.18,0.00,0,0.00000000,0
2025-05-15 13:44:24,celr,volatility,"celr在1d窗口内波动率为9.18%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.01125000,9.18,0.00,0,0.00000000,0
2025-05-15 13:44:24,cfx,volatility,"cfx在1d窗口内波动率为8.83%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09550000,8.83,0.00,0,0.00000000,0
2025-05-15 13:44:24,cfx,volatility,"cfx在1d窗口内波动率为8.83%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09550000,8.83,0.00,0,0.00000000,0
2025-05-15 13:44:24,chess,volatility,"chess在1d窗口内波动率为14.31%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.05090000,14.31,0.00,0,0.00000000,0
2025-05-15 13:44:24,chess,volatility,"chess在1d窗口内波动率为14.31%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.05090000,14.31,0.00,0,0.00000000,0
2025-05-15 13:44:24,chz,ma_trend,"chz的MA81趋势向上",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00000000,0.00,0.00,81,0.03761272,20
2025-05-15 13:44:24,chr,volatility,"chr在1d窗口内波动率为9.26%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.08190000,9.26,0.00,0,0.00000000,0
2025-05-15 13:44:24,chr,volatility,"chr在1d窗口内波动率为9.26%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.08190000,9.26,0.00,0,0.00000000,0
2025-05-15 13:44:24,chz,volatility,"chz在1d窗口内波动率为6.01%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.03821000,6.01,0.00,0,0.00000000,0
2025-05-15 13:44:24,chz,ma_trend,"chz的MA81趋势向上",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00000000,0.00,0.00,81,0.03761272,20
2025-05-15 13:44:24,chz,volatility,"chz在1d窗口内波动率为6.01%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.03821000,6.01,0.00,0,0.00000000,0
2025-05-15 13:44:24,city,volatility,"city在1d窗口内波动率为4.52%",2025-04-21 15:15:00,2025-04-21 15:29:59,1.00300000,4.52,0.00,0,0.00000000,0
2025-05-15 13:44:24,comp,volatility,"comp在1d窗口内波动率为3.59%",2025-04-20 21:30:00,2025-04-20 21:44:59,39.63000000,3.59,0.00,0,0.00000000,0
2025-05-15 13:44:24,comp,volatility,"comp在1d窗口内波动率为3.59%",2025-04-20 21:30:00,2025-04-20 21:44:59,39.63000000,3.59,0.00,0,0.00000000,0
2025-05-15 13:44:24,city,volatility,"city在1d窗口内波动率为4.52%",2025-04-21 15:15:00,2025-04-21 15:29:59,1.00300000,4.52,0.00,0,0.00000000,0
2025-05-15 13:44:24,cos,ma_trend,"cos的MA81趋势向上",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00000000,0.00,0.00,81,0.00322922,20
2025-05-15 13:44:24,coti,volatility,"coti在1d窗口内波动率为10.83%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.07221000,10.83,0.00,0,0.00000000,0
2025-05-15 13:44:24,coti,volatility,"coti在1d窗口内波动率为10.83%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.07221000,10.83,0.00,0,0.00000000,0
2025-05-15 13:44:24,cow,volatility,"cow在1d窗口内波动率为8.62%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.30910000,8.62,0.00,0,0.00000000,0
2025-05-15 13:44:24,cos,volatility,"cos在1d窗口内波动率为4.73%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00325700,4.73,0.00,0,0.00000000,0
2025-05-15 13:44:24,cow,volatility,"cow在1d窗口内波动率为8.62%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.30910000,8.62,0.00,0,0.00000000,0
2025-05-15 13:44:24,cos,ma_trend,"cos的MA81趋势向上",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00000000,0.00,0.00,81,0.00322922,20
2025-05-15 13:44:24,cos,volatility,"cos在1d窗口内波动率为4.73%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00325700,4.73,0.00,0,0.00000000,0
2025-05-15 13:44:24,crv,volatility,"crv在1d窗口内波动率为15.62%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.60740000,15.62,0.00,0,0.00000000,0
2025-05-15 13:44:24,crv,volatility,"crv在1d窗口内波动率为15.62%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.60740000,15.62,0.00,0,0.00000000,0
2025-05-15 13:44:24,ctsi,volatility,"ctsi在1d窗口内波动率为8.55%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.07880000,8.55,0.00,0,0.00000000,0
2025-05-15 13:44:24,ctsi,volatility,"ctsi在1d窗口内波动率为8.55%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.07880000,8.55,0.00,0,0.00000000,0
2025-05-15 13:44:24,ctk,volatility,"ctk在1d窗口内波动率为5.53%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.36100000,5.53,0.00,0,0.00000000,0
2025-05-15 13:44:24,ctk,volatility,"ctk在1d窗口内波动率为5.53%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.36100000,5.53,0.00,0,0.00000000,0
2025-05-15 13:44:24,cvc,volatility,"cvc在1d窗口内波动率为5.94%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.10800000,5.94,0.00,0,0.00000000,0
2025-05-15 13:44:24,cvc,volatility,"cvc在1d窗口内波动率为5.94%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.10800000,5.94,0.00,0,0.00000000,0
2025-05-15 13:44:24,cvx,ma_trend,"cvx的MA81趋势向上",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00000000,0.00,0.00,81,2.37486420,20
2025-05-15 13:44:24,d,volatility,"d在1d窗口内波动率为10.91%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.03839000,10.91,0.00,0,0.00000000,0
2025-05-15 13:44:24,cvx,volatility,"cvx在1d窗口内波动率为15.91%",2025-04-21 15:15:00,2025-04-21 15:29:59,2.62600000,15.91,0.00,0,0.00000000,0
2025-05-15 13:44:24,cvx,ma_trend,"cvx的MA81趋势向上",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00000000,0.00,0.00,81,2.37486420,20
2025-05-15 13:44:24,cvx,volatility,"cvx在1d窗口内波动率为15.91%",2025-04-21 15:15:00,2025-04-21 15:29:59,2.62600000,15.91,0.00,0,0.00000000,0
2025-05-15 13:44:24,data,volatility,"data在1d窗口内波动率为9.22%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.01811000,9.22,0.00,0,0.00000000,0
2025-05-15 13:44:24,data,volatility,"data在1d窗口内波动率为9.22%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.01811000,9.22,0.00,0,0.00000000,0
2025-05-15 13:44:24,dash,volatility,"dash在1d窗口内波动率为3.10%",2025-04-20 21:30:00,2025-04-20 21:44:59,21.21000000,3.10,0.00,0,0.00000000,0
2025-05-15 13:44:24,d,volatility,"d在1d窗口内波动率为10.91%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.03839000,10.91,0.00,0,0.00000000,0
2025-05-15 13:44:24,dash,volatility,"dash在1d窗口内波动率为3.10%",2025-04-20 21:30:00,2025-04-20 21:44:59,21.21000000,3.10,0.00,0,0.00000000,0
2025-05-15 13:44:24,dent,volatility,"dent在1d窗口内波动率为8.81%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.00090400,8.81,0.00,0,0.00000000,0
2025-05-15 13:44:24,dexe,volatility,"dexe在1d窗口内波动率为13.94%",2025-04-25 14:30:00,2025-04-25 14:44:59,13.47500000,13.94,0.00,0,0.00000000,0
2025-05-15 13:44:24,dexe,volatility,"dexe在1d窗口内波动率为13.94%",2025-04-25 14:30:00,2025-04-25 14:44:59,13.47500000,13.94,0.00,0,0.00000000,0
2025-05-15 13:44:24,dego,volatility,"dego在1d窗口内波动率为7.62%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.83800000,7.62,0.00,0,0.00000000,0
2025-05-15 13:44:24,dego,volatility,"dego在1d窗口内波动率为7.62%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.83800000,7.62,0.00,0,0.00000000,0
2025-05-15 13:44:24,dent,volatility,"dent在1d窗口内波动率为8.81%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.00090400,8.81,0.00,0,0.00000000,0
2025-05-15 13:44:24,df,volatility,"df在1d窗口内波动率为6.84%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.05752000,6.84,0.00,0,0.00000000,0
2025-05-15 13:44:24,df,volatility,"df在1d窗口内波动率为6.84%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.05752000,6.84,0.00,0,0.00000000,0
2025-05-15 13:44:24,dia,volatility,"dia在1d窗口内波动率为6.42%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.40660000,6.42,0.00,0,0.00000000,0
2025-05-15 13:44:24,dia,volatility,"dia在1d窗口内波动率为6.42%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.40660000,6.42,0.00,0,0.00000000,0
2025-05-15 13:44:24,dogs,volatility,"dogs在1d窗口内波动率为13.45%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.00021830,13.45,0.00,0,0.00000000,0
2025-05-15 13:44:24,dogs,volatility,"dogs在1d窗口内波动率为13.45%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.00021830,13.45,0.00,0,0.00000000,0
2025-05-15 13:44:24,dusk,volatility,"dusk在1d窗口内波动率为7.99%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09620000,7.99,0.00,0,0.00000000,0
2025-05-15 13:44:24,dusk,volatility,"dusk在1d窗口内波动率为7.99%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09620000,7.99,0.00,0,0.00000000,0
2025-05-15 13:44:24,doge,volatility,"doge在1d窗口内波动率为5.44%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.16205000,5.44,0.00,0,0.00000000,0
2025-05-15 13:44:24,doge,volatility,"doge在1d窗口内波动率为5.44%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.16205000,5.44,0.00,0,0.00000000,0
2025-05-15 13:44:24,dydx,volatility,"dydx在1d窗口内波动率为9.21%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.67830000,9.21,0.00,0,0.00000000,0
2025-05-15 13:44:24,dydx,volatility,"dydx在1d窗口内波动率为9.21%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.67830000,9.21,0.00,0,0.00000000,0
2025-05-15 13:44:25,dym,volatility,"dym在1d窗口内波动率为15.76%",2025-05-14 16:30:00,2025-05-14 16:44:59,0.46300000,15.76,0.00,0,0.00000000,0
2025-05-15 13:44:25,dym,volatility,"dym在1d窗口内波动率为15.76%",2025-05-14 16:30:00,2025-05-14 16:44:59,0.46300000,15.76,0.00,0,0.00000000,0
2025-05-15 13:44:25,egld,volatility,"egld在1d窗口内波动率为9.60%",2025-05-15 13:15:00,2025-05-15 13:29:59,19.78000000,9.60,0.00,0,0.00000000,0
2025-05-15 13:44:25,egld,volatility,"egld在1d窗口内波动率为9.60%",2025-05-15 13:15:00,2025-05-15 13:29:59,19.78000000,9.60,0.00,0,0.00000000,0
2025-05-15 13:44:25,enj,volatility,"enj在1d窗口内波动率为9.13%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09300000,9.13,0.00,0,0.00000000,0
2025-05-15 13:44:25,enj,volatility,"enj在1d窗口内波动率为9.13%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09300000,9.13,0.00,0,0.00000000,0
2025-05-15 13:44:25,eos,volatility,"eos在1d窗口内波动率为13.89%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.77680000,13.89,0.00,0,0.00000000,0
2025-05-15 13:44:25,ena,volatility,"ena在1d窗口内波动率为11.61%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.38640000,11.61,0.00,0,0.00000000,0
2025-05-15 13:44:25,eigen,volatility,"eigen在1d窗口内波动率为8.54%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.97200000,8.54,0.00,0,0.00000000,0
2025-05-15 13:44:25,eigen,volatility,"eigen在1d窗口内波动率为8.54%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.97200000,8.54,0.00,0,0.00000000,0
2025-05-15 13:44:25,eos,volatility,"eos在1d窗口内波动率为13.89%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.77680000,13.89,0.00,0,0.00000000,0
2025-05-15 13:44:25,ena,volatility,"ena在1d窗口内波动率为11.61%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.38640000,11.61,0.00,0,0.00000000,0
2025-05-15 13:44:25,ens,ma_trend,"ens的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,17.22555556,20
2025-05-15 13:44:25,etc,volatility,"etc在1d窗口内波动率为5.25%",2025-05-15 13:15:00,2025-05-15 13:29:59,19.55000000,5.25,0.00,0,0.00000000,0
2025-05-15 13:44:25,etc,volatility,"etc在1d窗口内波动率为5.25%",2025-05-15 13:15:00,2025-05-15 13:29:59,19.55000000,5.25,0.00,0,0.00000000,0
2025-05-15 13:44:25,ens,volatility,"ens在1d窗口内波动率为9.03%",2025-04-25 14:30:00,2025-04-25 14:44:59,17.49000000,9.03,0.00,0,0.00000000,0
2025-05-15 13:44:25,ens,ma_trend,"ens的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,17.22555556,20
2025-05-15 13:44:25,ens,volatility,"ens在1d窗口内波动率为9.03%",2025-04-25 14:30:00,2025-04-25 14:44:59,17.49000000,9.03,0.00,0,0.00000000,0
2025-05-15 13:44:25,farm,volatility,"farm在1d窗口内波动率为8.61%",2025-05-15 13:15:00,2025-05-15 13:29:59,33.70000000,8.61,0.00,0,0.00000000,0
2025-05-15 13:44:25,epic,volatility,"epic在1d窗口内波动率为20.12%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.59000000,20.12,0.00,0,0.00000000,0
2025-05-15 13:44:25,farm,volatility,"farm在1d窗口内波动率为8.61%",2025-05-15 13:15:00,2025-05-15 13:29:59,33.70000000,8.61,0.00,0,0.00000000,0
2025-05-15 13:44:25,epic,volatility,"epic在1d窗口内波动率为20.12%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.59000000,20.12,0.00,0,0.00000000,0
2025-05-15 13:44:25,eth,volatility,"eth在1d窗口内波动率为4.95%",2025-04-25 14:30:00,2025-04-25 14:44:59,1776.52000000,4.95,0.00,0,0.00000000,0
2025-05-15 13:44:25,eth,volatility,"eth在1d窗口内波动率为4.95%",2025-04-25 14:30:00,2025-04-25 14:44:59,1776.52000000,4.95,0.00,0,0.00000000,0
2025-05-15 13:44:25,ethfi,volatility,"ethfi在1d窗口内波动率为18.49%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.32200000,18.49,0.00,0,0.00000000,0
2025-05-15 13:44:25,ethfi,volatility,"ethfi在1d窗口内波动率为18.49%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.32200000,18.49,0.00,0,0.00000000,0
2025-05-15 13:44:25,fida,volatility,"fida在1d窗口内波动率为12.44%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09860000,12.44,0.00,0,0.00000000,0
2025-05-15 13:44:25,fida,volatility,"fida在1d窗口内波动率为12.44%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.09860000,12.44,0.00,0,0.00000000,0
2025-05-15 13:44:25,fio,volatility,"fio在1d窗口内波动率为9.06%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.01934000,9.06,0.00,0,0.00000000,0
2025-05-15 13:44:25,fet,volatility,"fet在1d窗口内波动率为11.38%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.60100000,11.38,0.00,0,0.00000000,0
2025-05-15 13:44:25,fet,volatility,"fet在1d窗口内波动率为11.38%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.60100000,11.38,0.00,0,0.00000000,0
2025-05-15 13:44:25,fio,volatility,"fio在1d窗口内波动率为9.06%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.01934000,9.06,0.00,0,0.00000000,0
2025-05-15 13:44:25,flm,ma_trend,"flm的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,0.02386790,20
2025-05-15 13:44:25,form,volatility,"form在1d窗口内波动率为9.80%",2025-05-15 13:15:00,2025-05-15 13:29:59,2.67280000,9.80,0.00,0,0.00000000,0
2025-05-15 13:44:25,flm,amplitude,"flm在1h内振幅达到63.20%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.03160000,0.00,63.20,0,0.00000000,0
2025-05-15 13:44:25,fis,volatility,"fis在1d窗口内波动率为10.01%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.12490000,10.01,0.00,0,0.00000000,0
2025-05-15 13:44:25,fis,volatility,"fis在1d窗口内波动率为10.01%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.12490000,10.01,0.00,0,0.00000000,0
2025-05-15 13:44:25,floki,ma_trend,"floki的MA81趋势向上",2025-04-17 17:45:00,2025-04-17 17:59:59,0.00000000,0.00,0.00,81,0.00005406,20
2025-05-15 13:44:25,flm,volatility,"flm在1d窗口内波动率为78.10%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.03160000,78.10,0.00,0,0.00000000,0
2025-05-15 13:44:25,flm,ma_trend,"flm的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,0.02386790,20
2025-05-15 13:44:25,flm,amplitude,"flm在1h内振幅达到63.20%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.03160000,0.00,63.20,0,0.00000000,0
2025-05-15 13:44:25,flm,volatility,"flm在1d窗口内波动率为78.10%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.03160000,78.10,0.00,0,0.00000000,0
2025-05-15 13:44:25,form,volatility,"form在1d窗口内波动率为9.80%",2025-05-15 13:15:00,2025-05-15 13:29:59,2.67280000,9.80,0.00,0,0.00000000,0
2025-05-15 13:44:25,floki,volatility,"floki在1d窗口内波动率为9.13%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.00005431,9.13,0.00,0,0.00000000,0
2025-05-15 13:44:25,floki,ma_trend,"floki的MA81趋势向上",2025-04-17 17:45:00,2025-04-17 17:59:59,0.00000000,0.00,0.00,81,0.00005406,20
2025-05-15 13:44:25,floki,volatility,"floki在1d窗口内波动率为9.13%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.00005431,9.13,0.00,0,0.00000000,0
2025-05-15 13:44:25,forth,volatility,"forth在1d窗口内波动率为13.01%",2025-04-17 17:45:00,2025-04-17 17:59:59,2.45900000,13.01,0.00,0,0.00000000,0
2025-05-15 13:44:25,forth,volatility,"forth在1d窗口内波动率为13.01%",2025-04-17 17:45:00,2025-04-17 17:59:59,2.45900000,13.01,0.00,0,0.00000000,0
2025-05-15 13:44:25,ftt,ma_trend,"ftt的MA81趋势向上",2025-05-15 13:15:00,2025-05-15 13:29:59,0.00000000,0.00,0.00,81,1.17642840,20
2025-05-15 13:44:25,fun,volatility,"fun在1d窗口内波动率为11.81%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00547800,11.81,0.00,0,0.00000000,0
2025-05-15 13:44:25,fun,volatility,"fun在1d窗口内波动率为11.81%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.00547800,11.81,0.00,0,0.00000000,0
2025-05-15 13:44:25,fxs,ma_trend,"fxs的MA81趋势向上",2025-05-15 10:30:00,2025-05-15 10:44:59,0.00000000,0.00,0.00,81,3.10634568,20
2025-05-15 13:44:25,fxs,volatility,"fxs在1d窗口内波动率为13.52%",2025-05-15 10:30:00,2025-05-15 10:44:59,3.19500000,13.52,0.00,0,0.00000000,0
2025-05-15 13:44:25,fxs,ma_trend,"fxs的MA81趋势向上",2025-05-15 10:30:00,2025-05-15 10:44:59,0.00000000,0.00,0.00,81,3.10634568,20
2025-05-15 13:44:25,fxs,volatility,"fxs在1d窗口内波动率为13.52%",2025-05-15 10:30:00,2025-05-15 10:44:59,3.19500000,13.52,0.00,0,0.00000000,0
2025-05-15 13:44:25,ftt,volatility,"ftt在1d窗口内波动率为16.25%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.20030000,16.25,0.00,0,0.00000000,0
2025-05-15 13:44:25,ftt,ma_trend,"ftt的MA81趋势向上",2025-05-15 13:15:00,2025-05-15 13:29:59,0.00000000,0.00,0.00,81,1.17642840,20
2025-05-15 13:44:25,ftt,volatility,"ftt在1d窗口内波动率为16.25%",2025-05-15 13:15:00,2025-05-15 13:29:59,1.20030000,16.25,0.00,0,0.00000000,0
2025-05-15 13:44:25,g,volatility,"g在1d窗口内波动率为4.36%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.01434000,4.36,0.00,0,0.00000000,0
2025-05-15 13:44:25,g,volatility,"g在1d窗口内波动率为4.36%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.01434000,4.36,0.00,0,0.00000000,0
2025-05-15 13:44:25,glm,volatility,"glm在1d窗口内波动率为9.48%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.28680000,9.48,0.00,0,0.00000000,0
2025-05-15 13:44:25,gala,ma_trend,"gala的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,0.01720691,20
2025-05-15 13:44:25,glm,volatility,"glm在1d窗口内波动率为9.48%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.28680000,9.48,0.00,0,0.00000000,0
2025-05-15 13:44:25,gala,volatility,"gala在1d窗口内波动率为9.47%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.01775000,9.47,0.00,0,0.00000000,0
2025-05-15 13:44:25,gala,ma_trend,"gala的MA81趋势向上",2025-04-25 14:30:00,2025-04-25 14:44:59,0.00000000,0.00,0.00,81,0.01720691,20
2025-05-15 13:44:25,gala,volatility,"gala在1d窗口内波动率为9.47%",2025-04-25 14:30:00,2025-04-25 14:44:59,0.01775000,9.47,0.00,0,0.00000000,0
2025-05-15 13:44:25,gas,volatility,"gas在1d窗口内波动率为10.62%",2025-04-21 15:15:00,2025-04-21 15:29:59,3.53800000,10.62,0.00,0,0.00000000,0
2025-05-15 13:44:25,gas,volatility,"gas在1d窗口内波动率为10.62%",2025-04-21 15:15:00,2025-04-21 15:29:59,3.53800000,10.62,0.00,0,0.00000000,0
2025-05-15 13:44:25,ghst,volatility,"ghst在1d窗口内波动率为9.31%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.57300000,9.31,0.00,0,0.00000000,0
2025-05-15 13:44:25,ghst,volatility,"ghst在1d窗口内波动率为9.31%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.57300000,9.31,0.00,0,0.00000000,0
2025-05-15 13:44:25,gmx,volatility,"gmx在1d窗口内波动率为10.85%",2025-05-15 13:15:00,2025-05-15 13:29:59,16.09000000,10.85,0.00,0,0.00000000,0
2025-05-15 13:44:25,gmx,volatility,"gmx在1d窗口内波动率为10.85%",2025-05-15 13:15:00,2025-05-15 13:29:59,16.09000000,10.85,0.00,0,0.00000000,0
2025-05-15 13:44:26,gno,volatility,"gno在1d窗口内波动率为5.58%",2025-05-15 13:15:00,2025-05-15 13:29:59,137.70000000,5.58,0.00,0,0.00000000,0
2025-05-15 13:44:26,gno,volatility,"gno在1d窗口内波动率为5.58%",2025-05-15 13:15:00,2025-05-15 13:29:59,137.70000000,5.58,0.00,0,0.00000000,0
2025-05-15 13:44:26,glmr,volatility,"glmr在1d窗口内波动率为7.96%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.06420000,7.96,0.00,0,0.00000000,0
2025-05-15 13:44:26,glmr,volatility,"glmr在1d窗口内波动率为7.96%",2025-04-17 17:45:00,2025-04-17 17:59:59,0.06420000,7.96,0.00,0,0.00000000,0
2025-05-15 13:44:26,gmt,volatility,"gmt在1d窗口内波动率为8.54%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.06290000,8.54,0.00,0,0.00000000,0
2025-05-15 13:44:26,gmt,volatility,"gmt在1d窗口内波动率为8.54%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.06290000,8.54,0.00,0,0.00000000,0
2025-05-15 13:44:26,gps,volatility,"gps在1d窗口内波动率为17.00%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.01920000,17.00,0.00,0,0.00000000,0
2025-05-15 13:44:26,grt,volatility,"grt在1d窗口内波动率为7.55%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.11870000,7.55,0.00,0,0.00000000,0
2025-05-15 13:44:26,grt,volatility,"grt在1d窗口内波动率为7.55%",2025-05-15 13:15:00,2025-05-15 13:29:59,0.11870000,7.55,0.00,0,0.00000000,0
2025-05-15 13:44:26,gps,volatility,"gps在1d窗口内波动率为17.00%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.01920000,17.00,0.00,0,0.00000000,0
2025-05-15 13:44:26,hard,amplitude,"hard在1h内振幅达到64.77%",2025-04-16 10:45:00,2025-04-16 10:59:59,0.00950000,0.00,64.77,0,0.00000000,0
2025-05-15 13:44:26,hard,volatility,"hard在1d窗口内波动率为137.38%",2025-04-16 10:45:00,2025-04-16 10:59:59,0.00950000,137.38,0.00,0,0.00000000,0
2025-05-15 13:44:26,hard,amplitude,"hard在1h内振幅达到64.77%",2025-04-16 10:45:00,2025-04-16 10:59:59,0.00950000,0.00,64.77,0,0.00000000,0
2025-05-15 13:44:26,hard,volatility,"hard在1d窗口内波动率为137.38%",2025-04-16 10:45:00,2025-04-16 10:59:59,0.00950000,137.38,0.00,0,0.00000000,0
2025-05-15 13:44:26,gtc,volatility,"gtc在1d窗口内波动率为21.71%",2025-04-21 15:15:00,2025-04-21 15:29:59,0.31600000,21.71,0.00,0,0.00000000,0
